text,label
"coba kamu raba dan elus-elus terus, jawabkukalo di film kok kayaknya diremas-remas terus juga dimasukin mulut namanya apa sih?, tanyanya lagiketegangan penisku hampir mencapai maksimalnah ukuran segini biasanya cowok mulai dapat memulai untuk bersetubuh, gimana kalo sekarang aku kasih tahu tentang alat kelamin wanita, emm, vagina namanya, mintakutanpa banyak tanya ternyata astrid segera melepaskan celananya sehingga terlihat vaginanya yang masih ditutupi bulu-bulu halus, astrid duduk di sampingku sehingga dengan mudah aku mengelus-elus bibir vaginanya dan mulai memainkan clitorisnyatiba-tiba dini yang sudah telanjang bulat memasukkan penisku ke mulutnyatiba-tiba terjadi gigitan kecil di penisku, tapi kubiarkan saja dan mengarahkan tangan kiriku ke vaginanya sambil kuciumi dan kujilati vagina astridvagina astrid mulai dibasahi oleh lendir-lendir pelumas yang meleleh keluar",negatif
"wah boleh, jawabku sambil mencabut penisku dari mulut diniaku mengangkangkan pahanya dan memainkan jariku di lubang vaginanya agar membiasakan vagina yang masih perawan itudan aku pelan-pelan mulai menusukkan penisku ke dalam liang vagina astrid, walau susahnya setengah mati karena pasti masih perawan",negatif
"kubiarkan penisku di dalam vaginanya, beberapa menit baru kumulai gerakan pantatku sehingga penisku bergerak masuk dan keluar, mulai terlihat betapa menikmatinya astrid akan pengalaman pertamanyahampir 30 menit kami bersetubuh dan astrid mulai mencapai klimaksnya karena terasa vaginanya basah oleh lendir, emm, terasa otot vaginanya menegang dan meremas peniskuaku merebahkan tubuh astid di sampingku dan segera menarik dini yang sedang onani sambil melihat film porno di tvtanpa banyak tanya dini segera bergerak mendekatiku, kuhampiri dia dan segera mengangkat kaki kirinya dan kumasukkan penisku ke vaginanya dan tampaknya ia menahan sakit saat menerima hunjaman penisku di lubang vaginanya sambil memejamkan matanya rapat-rapat, tapi sekian lama aku mengocokkan penisku di vaginanya mulai ia merintih keenakanaku bopong gadis itu ke kursi dan rupanya astrid sudah di belakangku dan menyuruhku duduk dan memasukkan penisku ke vaginanya dengan dibimbing tangannyatrid tahan yah, aku juga udah mau selesai nih, ahh, aahh, croot, creettt,creet, aku muntahkan beberapa cairan maniku di dalam vaginanya dan sisanya aku semprotkan di perutnyaenak, yah kak, hanget deh memekku, hmm, ini sperma kamu?, bisiknya dan kujawab dengan ciuman di bibirnya sambil kubelai seluruh tubuh halusnyasetelah itu kami mandi membersihkan diri bersama-sama sambil kuraba permukaan payudara astrid yang kira-kira berukuran cukup besar untuk gadis seusianya, karena terangsang mereka menyerangku dan memulai permainan baru yang di sponsori gadis-gadis manis ini, yang rupanya mereka telah cepat belajarml dengan sahabat istriku yang lagi menjanda istriku yang romantis pelabuhan sperma di kapal cerimai",negatif
di rumah itulah aku mulai mengalami fantasi fantasi liar tentang dunia sexualku,negatif
"namanya tina, gadis bali berkulit hitam manis",negatif
mulai saat itu aku menyukai pendekar mata keranjang dan sejenisnya,negatif
aku mulai merasakan kenikmatan,negatif
bau yang membuat kejantananku langsung bertambah kencang,negatif
"tapi entah kenapa, sangat mengundang gairah lelakiku saat itu",negatif
dapat kurasakan kehangatan dada perawannya,negatif
"kejantananku yang semakin matang terasa mengeras, apalagi karena aku memang ingin pipis",negatif
saat itulah kurasakan puting susu kak tina mengelus punggung tanganku,negatif
sepasang putingnya melesak di balik daster tipisnya,negatif
kejantananku menegangantara rasa takut akan ketahuan dan kenikmatan meletakkan tanganku di atas dada seorang dara,negatif
aku dan kak tina berpelukan telanjang bulat di atas ranjang kami,negatif
aku agak risih saat tangannya menyentuh kejantananku,negatif
ini memang mani kata kak tina,negatif
"saat menyimpan sepatu di samping kamar, aku mendengar suara perempuan mengerang, mendesah-desah, yang keluar dari dalam kamarku",negatif
"saat tangannya beralih meremas payudaranya, terbukalah kewanitaannya",negatif
saat itulah aku pertama kali melihat vagina wanita dewasa,negatif
"seeerrr, kejantananku sakit sekali rasanya",negatif
"oooh, cairan berwarna putih kental keluar dari kepala kejantananku",negatif
ceritanya benar-benar vulgar,negatif
nafsunya kurasa,negatif
badanku belumlah terlalu besar,negatif
aku menikmati saja,negatif
"kejantananku meronta di balik celanaku, yang saat itu belum terbiasa memakai underwear",negatif
"kali ini sensasi yang kurasakan tidak hanya dada kak tina yang menekan punggungku, juga sebentuk gundukan hangat di pangkal pahanya menyentuh pantatku",negatif
otakku terbakar! tangan kak tinapun tetap meraba pahaku,negatif
"malah tangannya mulai menyentuh kejantananku, memegang batangnya",negatif
"tangan kak tina tetap mengelus dan meremas kejantananku dari balik celanatanganku pun bereaksi lebih berani, meremas pahanya yang kiri dan kanan",negatif
"mukaku tepat di antara bukit kembarnya, sedang kejantananku tepat di kewanitaannya",negatif
aku menikmati saat itu,negatif
"kejantananku menekan kemaluannya, tergadang kugosok-gosokkan",negatif
"setelah belasan menit melakukan itu, kejantananku menyemburkan spermaku",negatif
"paginya aku takut-takut, kalau kak tina tahu ada sisa sperma di dasternyakecantol nafsu janda binal nikmatnya bercinta dengan eci adik iparku diperkosa anak kostku ngentot cewek hamil memang sensasi tersendiribodinya yang molek juga motul (montok betul) dan kulitnya yang putih bersih, terbalut dengan setelan warna cyan, serta bajunya yang modis pakai belahan dada v yang menyiratkan buah dadanya yang penuh dan pakai rok mini",negatif
yang menambah bikin nafsu kita saja kalau melihat pahanya yang mulus dan betisnya yang panjang,negatif
"yang terbayang sama saya waktu itu bodinya yang menggiurkan dan payudaranya yang besarbayangkan ini perempuan ukurannya 36d 24 32, saya tegur itu perempuan, saya tanya ke dia, makan sendiri saja? dia tersenyum manis sekali, iya, katanya, saya lihat matanya yang kelihatan ngesex sekali mengerling genit sambil senyum-senyum simpul penuh arti",negatif
"tiba-tiba saya merasa di betis kaki saya sudah ada yang mengusap-usap lembut sekali, dan terus ke atas sampai ke ruitsluiting celokan saya, pas saya lihat, gila nih kaki telanjangnya sebelah kanan yang putih mulus sudah menyebrang sampai di atas penis sayadalam perjalanan dan di sela-sela lampu merah kita berdua beraksi, dia menuntun tangan saya untuk membelai-belai cd dan bra-nya sedang dia selalu melumat-lumat bibir dan mengulum-ngulum lidah sayalantas saya pegang payudaranya yang hangat, dia tersenyum hangat dan menekan tubuhnya ke tubuh saya hingga buah dadanya yang tergencet menyembul keluar, suka khan? katanya sambil memainkan dan melepaskan kancing-kancing bajunya, dengan tangan gemetaran saya bantu dia untuk melepas kancingnya satu per satu",negatif
"kaus dalam putihnya saya lepaskan sampai tinggal bra-nya yang tipe cup, saya rengkuh sekali gasak lepas sampai itu payudaranya yang besar, mancung dan kencang menantang lepas bebas, lantas saya remas-remas payudaranya sampai katryn belingsatan keenakan",negatif
"saya jilati puting payudaranya yang berwarna pink kecoklatan dan semakin lama semakin mengeras, saya tinggalkan cupang sebanyak-banyaknya, di kiri kanan payudaranya yang kenyal dan di perut dan pusar, lantas sambil cium-ciumi mengarah ke bawah, saya ploroti roknya hingga tinggal cd-nya yang berwarna merah darah, saya ciumi cd-nyasaya lihat mukanya yang sudah merah, sekali-sekali saya lihat katryn sudah menelan air liurnya tanda nafsunya sudah naik",negatif
sampai kita berdua sudah bugil,negatif
"saya bopong dia ke atas tempat tidur sambil meneruskan ciuman saya dan mengulum bibir dan lidahnya yang terasa nikmat di mulutdia dorong badan saya ke atas spring bed, kemudian dia menjilati seluruh atas badan saya, saya merasa kegelian dijilat-jilat dan dicium-ciumi kayak gitu",negatif
"geli ah!saya ambil inisiatif, saya cumbu dia mulai dari bibirnya yang basah, tangan saya mulai mengelus-elus ke pinggulnya, jari-jari saya mulai membelai-belai vaginanya, pas sampai di clit-nya dia menggeliat, kejutan ini membuat saya tambah terangsang melihat nafsu berahinya yang sudah menggebu-gebu karena bibir dan liang vaginanya sudah mulai basah dan hangat waktu saya tekan-tekan jari-jari saya ke dalam liang vaginanya, dia merem melek menikmati cumbuan-cumbuan saya di bibirnya",negatif
"semakin lama jari-jari saya semakin cepat bergerak-gerak membelai-belai bibir dan liang vaginanya, terus dia mengangkat-angkat pantatnya menyambut ketrampilan jari saya",negatif
"dia merintih-rintih, aahhnnggh huuahhngghh sudah sudah saya sudah nggak tahan pakai penis kamu saja cepet ngentotin saya dong katanya",negatif
"akhirnya saya masukan penis saya perlahan-lahan ke dalam liang vaginanya yang sudah licin, oh nikmat banget, katanya",negatif
"saya teruskan penetrasi saya ke liang vaginanya, uhmm sempit amat nih vagina, pikir saya",negatif
"ayo dong masukin yang dalam, dia mendesah sambil menahan napas, tangannya terus menjaga dan membimbing penis saya berlabuh di vaginanya",negatif
saya senggamain nih perempuan dan saya merasa ini vagina becek sekali,negatif
"kalau penetrasi licin begini saya tambah speed, goyangan saya semakin kencang, dia membalas iramanya dengan mengiringi goyangan saya",negatif
"oh, augh genjot terus, yang keras dong katanya saya dengar desahannya",negatif
"owhh hhahh nghhahh goyang yang keras! hhahh ennnakkkhh mmhh enakkkhterus katryn bilang, mau spank nggak? katanya",negatif
"katryn membimbing saya mencabut penis saya dari vaginanya terus dia jepit penis saya pakai payudaranya yang besar, terus dia bekap payudaranya di antara penis saya di sela-sela payudaranya",negatif
"sudah, goyang dong katanya saya langsung mengerti maunya dia apa, langsung saya tarik dan sodok penis saya di sela-sela payudaranya yang kenyal dan hangat",negatif
"pas penis saya mau dekat ke mulutnya, dia jilat-jilati kepala penis saya, ih merinding saya merasakan kenikmatan yang luar biasa",negatif
oooh! yeaach! dia menggelinjang-gelinjang keenakan,negatif
"akhirnya dia berjongkok dan nangkring tepat di atas penis saya, perlahan-lahan dia pegang penis saya dan dia tembak tepat di lubang vaginanya, perlahan-lahan pinggulnya mulai bergoyang-goyang hebat",negatif
"dia terus goyang naik turun membuat nikmat penis saya, lantas dia mulai mencumbu dan mengulum bibir saya",negatif
saya jambak rambutnya yang panjang dan saya tarik sampai bisa saya remas payudaranya yang besar,negatif
"lantas dia mainkan sendiri nipplenya, dia tarik-tarik seperti catapult, sedang saya mengelus-elus punggung dan pantatnya yang halus",negatif
"dia bergoyang terus, lalu dia bilang, capek ah di atas, katryn cabut vaginanya dari penis saya yang menancap tegak lurus, kemudian pelan-pelan katryn mengelus-elus penis saya yang sudah mulai menegang, terus dia kocok pelan-pelan penis saya pakai tangannya yang putih montok terus dia kocok-kocokan sampai penis saya sudah berdiri tegak, sebentar-sebentar dia genggam, kemudian dia cium-ciumi penis saya, nggak lama kemudian dia mulai mengulum-ngulum batang penis sayaehmm nikmat memang kalau memainkan mukanya yang cantik, tapi rambutnya yang panjang menjuntai-juntai terurai bebas kena penis saya, membuat saya tambah terangsang dan kegelian",negatif
"dia ludahi penis saya, saya suka penismu, boleh kan saya jilati bijinya lantas dia mulai mengulum-ngulum biji-biji balon di bawah batang penis saya, terus dia gigit-gigit kecil",negatif
gigitannya yang kecil-kecil ini yang membuat saya meringis kenikmatan campur kesakitan yang bikin saya takluk sama dia,negatif
"terus katryn ganti posisi doggy style, menunggu penis saya masuk ke vaginanya, akhirnya pelan-pelan dia bimbing penis saya masuk ke vaginanyasaya dorong penis saya maju mundur, terus dong tekan, jangan berhenti katanya",negatif
"saya goyang terus keenakan sambil terus saya elus-elus pantatnya, wah ini pantat bulat sekali, saya suka melihat ini pantat menari-nari indah, merasa keenakan pakai penis saya",negatif
"di depan mata saya saya lihat ada lubang lagi di atas vagina yang saya sodok, saya selipkan saja jari-jari saya di lubang itu",negatif
"saya lihat dia diam saja, dia merintih kenikmatan dan dia terus mendorong-dorong pantatnya ke belakang dan naik turun membuat saya merasa mau keluar lagi, buru-buru saya cabut penis saya dari lubang vaginanya, dia kaget",negatif
"sebelum dia berbicara apa-apa, saya cumbu dan kulum bibirnya sehingga dia yang merasa clit-nya yang sudah mulai horny lagi dia masih minta di teruskan doggy style-nya karena belum tuntas",negatif
"katryn mendesah-desah kencang sekalisaya bilang, ganti posisi yah? akhirnya kami sepakat lewat anal, saya mengambil inisiatif memindahkan penis saya to her ass hole",negatif
"pelan-pelan saya masukan, penis saya to her ass sambil saya remas-remas pantatnya yang bulat dan sekal",negatif
saya lihat dia memejamkan mata merasakan penis saya di lubang ass-nya,negatif
"dia sudah nggak sabar mulai menggerak-gerakan pinggulnya ke arah penis saya, saya sodok lubang ass-nya semakin lama semakin kencang goyangan dan sodokan saya, saya goyang pinggul saya ke kiri dan ke kanan, dia juga berbuat yang sama mengikuti irama persis seperti saya",negatif
"saya remas-remas lagi buah dadanya yang kenyal, dia menjerit auhgh, sialan! wah, dia kenapa nih? saya cubit putingnya keras-keras, ooowhh goyangin terus, cepat, jangan berhenti katanya",negatif
"saya cabut penis saya lagi dan pindah ke vaginanya dan melanjutkan doggy style, saya goyang semakin lama semakin kencang, dia juga balas tambah kenceng",negatif
dia minta goyang yang keras dan kasar sampai dia merasa kesakitan,negatif
"makin lama goyangan kita semakin kencang, gue mau keluar saya berbisik bilang ke katryn",negatif
"tiba-tiba dia berhenti terus mencabut vaginanya dari penis saya, sampai saya kaget, tenagnaja kita keluarin barengan, saya terkejut mendengarnya, gila nih cewek maniak seks kali ya? kamu nggak takut kena penyakit apa gitu? tanya sayasaya sih antara percaya dan tidak percaya saja, mungkin cuma alasan dia untuk menelen sperma saja, pikir saya, dasar! kebanyakan makan sperma, nyaho nanti kamu? saya ingatkan ke dia",negatif
sudah diem kamu! katanya sambil melanjutkan nafsunya buat menghisap penis saya yang masih tegak dan kepingin keluar,negatif
saya lihat dia dengan tekun menambah nafsu saya sampai ke ubun-ubun,negatif
"saya lihat kepalanya yang naik turun dengan indah menghisap-hisap penis saya yang sudah hampir meledak-ledak, dengan bibirnya yang semakin cantik kalau lagi kembang-kempis, dia hisap sambil sekali-sekali menjilat-jilat pinggir batang penis saya pakai lidahnya yang liar dan ganas",negatif
"saya belai-belai saja rambutnya, sementara dia lagi sibuk menekuni penis saya",negatif
"tiba-tiba penis saya tambah menegang dan crottt crott sperma saya muncrat di dalam mulutnya, terasa sperma saya mengalir di dalam mulutnyapasti benar ada yang katryn telan, terus dia membuka mulutnya sambil menunggu sperma-sperma saya mendarat di ujung lidahnya, setelah selesai muncrat lalu dia menjilat-jilat kepala penis saya sampai bersih sekali hingga tinggal sisa-sisa cairan ludahnya saja yang menempel",negatif
"mukanya yang sudah memerah dan ngesex sekali membuat saya tambah nafsu lagi sama dia, saya sodok-sodok saja penis saya ke mukanya lagi, saya dorong-dorong saja kepalanya terasa dengusan napasnya yang terengah-engah yang hinggap di batang penis saya",negatif
"mulai sudah saya jilat-jilati clit-nya pakai ujung lidah saya, nggak kebayang deh rasanya, terus saya cium-ciumi vaginanya, memang ada baunya yang khas, mmhmmh nikmat sekali bikin gue ketagihan saya mulai makan vaginanya saya gigit-gigit kecil",negatif
"katryn kelihatan mulai sempoyongan dan mulai menjerit-jerit keenakan, huuaahh jeritannya yang keras membuat saya tambah nafsu dan kemudian saya percepat gerakan lidah saya yang menjilat-jilat clit-nya, semua clit-nya yang sudah basah membanjiri vaginanya habis saya jilat, eennggghh hhnggg haannggghh!kemudian katryn berhenti dan minta penis saya dimasukan lagi ke vaginanya",negatif
"saya menurut saja, padahal penis saya sudah mau relaks",negatif
dengan susah payah kita berdua berusaha memasukan penis saya ke vaginanya,negatif
"setelah berhasil, dia mencoba menggoyang-goyangkan pinggulnya sedikit tapi akhirnya saya diamkan saja, dia kerja keras sendirian sampai dia lemas sendiri tapi dia tidak mencabut vaginanya dari penis saya",negatif
"jelas kita sepakat mempertahankan status quo seperti begini penis saya di vaginanya, vaginanya di penis saya",negatif
"tidak lama kemudian badan dan penis saya sudah lemas, tapi dia masih nafsu saja sama saya, akhirnya saya minta istirahat sambil cium-ciuman sama dia",negatif
"dia mengulum bibir saya lama-lama, terus saya juga membalas sambil memainkan lidah kita berdua, benar-benar mengasyikkan",negatif
"6 menit kemudian penis saya mulai menegang lagi, dia teriak kegirangan, hhaahh, dia minta spank lagigerakan dan goyangan kita semakin lama semakin kencang, tidak lama kemudian saya mulai terasa mau keluar lagi, gue mau keluar lagi keluar lagi? tanyanya sambil mengerling genit ke saya, terus katryn bilang ke saya hun, gimana rasanya, nikmat kan maksudmu? saya tanya ke dia, enak banget, sedot yang kuat dong saya menyahut",negatif
"saya pikir, oke deh kalau itu maumu katryn berhenti lagi, lalu dia menghisap dan melahap habis penis saya sambil dia mengkocok-kocok penis saya",negatif
"saya bilang ke dia, stop, i m cumming saya cabut penis saya dari mulutnya yang rakus, saya kocokan penis saya sampai mau keluar saya keluarkan sudah sperma saya di atas breastnya yang bulat dan montok sekali",negatif
"itu sperma muncrat dan mendarat di mukanya, membasahkan semua mukanya, leher, rambut, dada, dan nipplenya",negatif
"wow, banyak banget katanya terus dia gosok-gosokan sperma-spermanya pakai tangan ke seluruh badan, terus dia jilat-jilati tangannya sambil senyum-senyum kesenengan",negatif
dengan muka kemerah-merahansaya suka penismu! katanya,negatif
saya rasa katryn mengalami multiple orgasme sama saya,negatif
"katryn bilang bahwa dia suka saya, kemudian dia lebih suka memanggil nama saya steve (bacanya sih stiff)!pengalamanku menjadi penari malam jadian setelah ml dengan silvi gairah nakal wanita karir cerita dewasa abg, tante lidya yang penuh nafsusedang di kotrakan nafsu cewek ku muncul 07:50 392 saya seorang mahasiswa di kota m punya pengalaman menarik tentang seks meski saya bukan yang paling ganteng diantara teman-teman saya, tampangku paling imut (gak promosi nih)",negatif
"salah satu kisahnya begini, kami berkenalan waktu semester tiga, pertemuan kami tak sengaja, waktu itu saya menemani teman cowok saya saat main-main ke kost pacarnya, kebetulan pacar teman saya tuh juga ada temannya yang sedang main ke sana (cewek), so kami berkenalan, cewek itu manis sekali, bodi-nya juga ok! namanya leila deol seorang warga keturunan india, wajahnya mirip dengan artis india kesukaan sayakulitnya tidak putih, namun tampak sehat terawat, buah dadanya besar dan montok sekali melebihi buah dada cewek indonesia, terlihat begitu montok dan padathemm kamu tuh, manis banget deh leil, kata saya sambil menciumi belakang telinganyakenapa, kamu marah yach? kata saya sambil menjilati leher belakangnya",negatif
saya pegang dada kirinya dengan tangan kiri saya dan sebentar-sebentar saya remas-remas lalu saya putarkan jari jempol saya tepat di atas puting buah dadanya,negatif
"saya puaskan menikmati buah dadanya yang besar dan menantang, kulitnya yang kuning langsat terasa sangat halus",negatif
"puas saya pegang, saya langsung menjilati dadanya",negatif
"ohhh! leila terkejut, namun dia membiarkan saya menjilati dadanya dan lidah saya mulai memainkan puting dadanya yang mulai menegang, sesekali saya katubkan bibir saya dan agak saya tarik puting dadanya, leila hanya mendesah dan memejamkan matanyasaya lanjutkan lagi untuk menjilati buah dadanya yang halus dan hangat, saya menggeser duduk saya hingga saya leluasa menikmati kesintalan tubuhnya",negatif
"haaghh! leila terkejut sekali saat saya memainkan liang kenikmatannyasegera saya cumbu dia, saya ciumi bibirnya yang merah merekah, dia hanya bisa mendesah dan menyerah, lama saya cumbui dia, makin lama desahan dan nafasnya makin cepat, saya merasa cukup merangsangnya",negatif
"saya cuci bersih-bersih penis sayasaat saya kembali saya lihat leila duduk di kursi sambil melihat saya, ia tersenyum malu, manisnya dia saat tersenyum malu, membuat saya makin ber nafsu",negatif
kami masuk ke kamar dan segera saya rebahkan dia di atas ranjang,negatif
"saya cumbui dia dengan penuh beringas, saya nikmati dengan lidah tiap centi di kulit tubuhnya, dadanya makin mengeras saat saya jilat-jilat",negatif
"aahh, desah leila saat saya katupkan bibir saya dan saya benamkan wajah saya di dadanya yang montok sambil saya tekan ke segala arahdia kegelian saat saya menjilati samping badannya",negatif
"dia beringsut sedikit, saya pegang tubuhnya dan saya hisap kulitnya kuat-kuat, ia tampak kegelian dan tampak menikmatinya",negatif
saya jilat turun hingga perutnya dan saya sedot pusarnya dan lidah saya beraksi mengorek pusarnya kuat-kuat,negatif
"emmhh oooh leila mendesah menggigit bibirnya menahan rangsangan di perutnyaah harumnya, ia mencuci bersih vaginanya, saya suka vaginanya yang bersih itu",negatif
"saya singkapkan liang senggamanya dan dengan lidah saya jilat dari atas ke bawah dan dari kiri ke kanan, sesekali saya tarik dengan menyedot bibir kemaluannya, makin saya beringas makin leila menggeliat, saya tambah buas dan merasa bernafsu",negatif
"ahh, dia sudah sangat nafsu rupanya",negatif
"leila segera memegang batang kemaluan saya, ia menjilati batang kenikmatan saya, terasa hangat mulutnya, ia menyedot dan menggelitik biji peler sayasaya rebahkan tubuh saya dan saya biarkan dia memuaskan saya, dia masukkan penis saya dalam mulutnya, wajahnya maju mundur dan menyedot sangat kuat, saya kegelian sekali dan hanya bisa mendesah nikmat",negatif
"saya masukkan batang kemaluan saya ke sela liang kenikmatannya, hangatnya liang kewanitaannyaleila menatap saya, dari matanya tampak nafsu seksnya memuncak, ia pasrah saja saat saya membuka liang senggamanya dan memasukkan batang kemaluan saya, saya gerakkan di sekitar lubang kewanitaannya untuk merangsangnya, setelah cukup terkena cairan pelicinnya saya masukkan batang kenikmatan saya pelan ke dalam liang kewanitaannya",negatif
"ooohh! leila memejamkan matanya sambil merintih penuh gairahpelan saya tarik batang kemaluan saya dan saya benamkan setengahnya ke dalam liang kewanitaannya, saya rangkul bahunya agar dia tidak sampai berontak, saya masuk keluarkan makin cepat ke liang senggama leila, namun tidak saya masukkan seluruhnya, saya putar-putar pinggul saya sehingga batang kemaluan saya menggesek-gesek seluruh dinding dalam kewanitaannyakamu hot sekali leil, membuatku nafsu melihatmu puji saya sambil saya jilati leher dan telinganya",negatif
"ia memejamkan matanya, saya menarik batang kenikmatan saya agak keluar dan saya benamkan seluruhnya, mentok ke dalam liang senggamanya, berulang-ulangaagh! leila merintih keras",negatif
"leila merangkul punggung saya dan menciumi bibir saya kuat sekali, ia merintih-rintih, pinggulnya ikut turun naik, ia memejamkan matanya rapat-rapat, wajahnya tampak teganguuugh! uuurghh! leila merintih keras",negatif
"terasa liang kenikmatan leila berdenyut-denyut, ia merintih-rintih tak karuan, saya merasa batang kemaluan saya agak panas, saya terus mengenjot makin kuat dan cepat, saya remas-remas dadanya sambil sesekali saya sedot kuat dadanya, ia hanya merintih pasrahsaya akhirnya tak tahan lagi, batang kemaluan saya terasa nikmat",negatif
"saya segera menarik batang kemaluan saya yang basah oleh cairan pelicinnya yang banyak membasahi batang kemaluan saya dan liang kewanitaannya, saya gesekkan batang kemaluan saya di antara kedua buah dadanya yang besarleila mendekap kedua dadanya, menggencet batang kenikmatan saya yang maju mundur di sela buah dada momtoknya",negatif
"crot! crot! sperma saya akhirnya keluar, disertai sensasi kenikmatan di batang kemaluan dan leher saya terasa dingin sekali, lega dan sangat nikmat! leila menjerit, sebagian dari sperma saya muncrat di bibir dan pipinyakami kelelahan dan saya rebahan di sampingnya, ia mengambil tisu di sebelah ranjang dan membersihkan sperma saya di wajahnyasaya tersenyum padanya dan dibalas dengan senyumannya yang manis",negatif
"nggak tau yach, liatin kamu bikin aku nafsu aja, kamu padahal gak ganteng tapi juga gak jelek, kamu cute dan keliatan hot sich kalo berduaanngeseks rani cewek penjaga warnet wanita cantik setengah baya yang rindu di puasin terjebak nikmatnya pacar baru mulusnya tubuh teman istrikupayudara dan pantatkupun mempunyai bentuk yang bisa dibilang lumayan",negatif
"salah satu guru yang aku sukai adalah bapak guru bahasa inggris, orangnya ganteng dengan bekas cukuran brewok yang aduhai di sekeliling wajahnya, cukup tinggi (agak lebih tinggi sedikit dari pada aku) dan ramping tetapi cukup kekar",negatif
"kulihat koleksi bacaan berbahasa inggris di rak dan meja tulisnya, dari mulai majalah sampai buku, hampir semuanya dari luar negeri dan ternyata ada majalah porno dari luar negeri dan langsung kubuka-buka",negatif
"cowok dan cewek yang sedang bersetubuh dengan berbagai posisi dan entah kenapa yang paling menarik bagiku adalah gambar di mana cowok dengan asyiknya menjilati vagina cewek dan cewek sedang mengisap penis cowok yang besar, panjang dan kekar",negatif
"majalah segera kulemparkan ke atas tempat tidurnya dan aku segera keluar dengan berkata tergagap-gagap, tititidak, eh, enggggak ngapa-ngapain, kok, pak",negatif
aku segera ke kamarnya dan kuambil lagi majalah porno yang tergeletak di atas tempat tidurnya,negatif
"mulai saat itu juga pak freddy dengan santai membuka celana jeans-nya dan terlihat olehku sesuatu yang besar di dalamnya, kemudian dia menindihkan dadanya dan terus semakin kuat sehingga menyentuh vaginaku",negatif
aku ingin merintih tetapi kutahan,negatif
semakin lama jilatan pak freddy semakin berani dan menggila,negatif
rupanya dia sudah betul-betul terbius nafsu dan tidak ingat lagi akan kehormatannya sebagai seorang guru,negatif
"aku hanya bisa mendesah,aa, aahh, hemm, uuuuu, uuuh",negatif
"tanpa bertanya lagi langsung pak freddy mencium mulutku dengan ganasnya, begitupun aku melayaninya dengan nafsu sembari salah satu tanganku mengelus-elus penis yang perkasa itumulutnya mulai mengulum kedua puting payudaraku",negatif
"praktis kami berdua sudah tidak berbicara lagi, semuanya sudah mutlak terbius nafsu birahi yang buta",negatif
pak freddy berhenti merangsangku dan mengambil majalah porno yang masih tergeletak di atas tempat tidur dan bertanya kepadaku sembari salah satu tangannya menunjuk gambar cowok memasukkan penisnya ke dalam vagina seorang cewek yang tampak pasrah di bawahnya,negatif
mungkin pak freddy menganggap aku setuju dan langsung dia mengangkangkan kedua kakiku lebar-lebar dan duduk di hadapan vaginaku,negatif
"tangan kirinya berusaha membuka belahan vaginaku yang rapat, sedangkan tangan kanannya menggenggam penisnya dan mengarahkan ke vaginaku",negatif
"kelihatan pak freddy agak susah untuk memasukan penisnya ke dalam vaginaku yang masih rapat, dan aku merasa agak kesakitan karena mungkin otot-otot sekitar vaginaku masih kakuaku tidak menjawab karena menahan terus rasa sakit dan, akhh, bukan main perihnya ketika batang penis pak freddy sudah mulai masuk, aku hanya meringis tetapi pak freddy tampaknya sudah tak peduli lagi, ditekannya terus penisnya sampai masuk semua dan langsung dia menidurkan tubuhnya di atas tubuhku",negatif
kedua payudaraku agak tertekan tetapi terasa nikmat dan cukup untuk mengimbangi rasa perih di vaginaku,negatif
semakin lama rasa perih berubah ke rasa nikmat sejalan dengan gerakan penis pak freddy mengocok vaginakusemakin lama gerakan penis pak freddy semakin memberi rasa nikmat dan terasa di dalam vaginaku menggeliat-geliat dan berputar-putar,negatif
"sekarang rintihanku adalah rintihan kenikmatanpak freddy kemudian agak mengangkatkan badannya dan tanganku ditelentangkan oleh kedua tangannya dan telapaknya mendekap kedua telapak tanganku dan menekan dengan keras ke atas kasur dan ouwwww, pak freddy semakin memperkuat dan mempercepat kocokan penisnya dan di wajahnya kulihat raut yang gemas",negatif
semakin kuat dan terus semakin kuat sehingga tubuhku bergerinjal dan kepalaku menggeleng ke sana ke mari dan akhirnya pak freddy agak merintih bersamaan dengan rasa cairan hangat di dalam vaginaku,negatif
rupanya air maninya sudah keluar dan segera dia mengeluarkan penisnya dan merebahkan tubuhnya di sebelahku dan tampak dia masih terengah-engah,negatif
badanku masih agak lemas ketika bangun dan dengan tetap dalam keadaan telanjang bulat aku masuk ke kamar mandidi situlah kami berdua saling bergantian membersihkan tubuh dan akupun tak canggung lagi ketika pak freddy menyabuni vaginaku yang memang di sekitarnya ada sedikit bercak-bercak darah yang mungkin luka dari selaput daraku yang robek,negatif
"begitu juga aku, tidak merasa jijik lagi memegang-megang dan membersihkan penisnya yang perkasa itu",negatif
"setelah semua selesai, pak freddy membuatkan aku teh manis panas secangkirsemenjak itulah, bila ada waktu luang aku bertandang ke rumah pak freddy untuk menikmati keperkasaannya dan aku bersyukur pula bahwa rahasia tersebut tak pernah sampai bocorsampai sekarangpun aku masih tetap menikmati genjotan pak freddy walaupun aku sudah menjadi mahasiswa, dan seolah-olah kami berdua sudah pacaran",negatif
yang penting bagiku sekarang adalah menikmati dulu keganasan dan keperkasaan penis guru bahasa inggrisku itu,negatif
